sms,label
"I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
",0
"Sorry, was in the bathroom, sup
",0
"Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
",1
"My exam is for february 4. Wish you a great day.
",0
"Aight no rush, I'll ask jay
",0
"Good Morning plz call me sir
",0
"It's ok lar. U sleep early too... Nite...
",0
"Aight sorry I take ten years to shower. What's the plan?
",0
"Might ax well im there.
",0
"Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
",0
"Yeah I'll try to scrounge something up
",0
"Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
",0
"She doesnt need any test.
",0
"Nothing much, chillin at home. Any super bowl plan?
",0
"Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
",0
"Goodnight, sleep well da please take care pa. Please.
",0
"Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
",0
"U ned to convince him tht its not possible witot hurting his feeling its the main
",0
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy
",0
"If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
",0
"What does the dance river do?
",0
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.
",0
"Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
",0
"Bbq this sat at mine from 6ish. Ur welcome 2 come
",0
"Alright. I'm out--have a good night!
",0
"We're finally ready fyi
",0
"No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
",1
"i dnt wnt to tlk wid u
",0
"Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
",0
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@
",0
"That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
",0
"All e best 4 ur exam later.
",0
"Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
",0
"Oh k.i think most of wi and nz players unsold.
",0
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.
",0
"Oh ok..
",0
"Thats cool! I am a gentleman and will treat you with dignity and respect.
",0
"No did you check? I got his detailed message now
",0
"Then we gotta do it after that
",0
"I've got ten bucks, jay is being noncomittal
",0
"So wats ur opinion abt him and how abt is character?
",0
"No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
",0
"Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
",1
"I asked sen to come chennai and search for job.
",0
"Arms fine, how's Cardiff and uni? 
",0
"In fact when do you leave? I think addie goes back to school tues or wed
",0
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)
",0
"Ya:)going for restaurant..
",0
"Its ok., i just askd did u knw tht no?
",0
"Those ducking chinchillas
",0
"Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
",0
"That's good, because I need drugs
",0
"CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
",1
"Bought one ringtone and now getting texts costing 3 pound offering more tones etc
",1
"Kinda. First one gets in at twelve! Aah. Speak tomo
",0
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!
",1
"Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
",0
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+
",1
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear
",0
"Oh. U must have taken your REAL Valentine out shopping first.
",0
"Just sent you an email – to an address with incomm in it, is that right?
",0
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e
",0
"Why you keeping me away like this
",0
"Have you always been saying welp?
",0
"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
",0
"In the end she might still vomit but its okay. Not everything will come out.
",0
"How are you with moneY...as in to you...money aint a thing....how are you sha!
",0
"It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
",0
"Hey gals.. Anyone of u going down to e driving centre tmr?
",0
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO
",1
"I wonder if you'll get this text?
",0
"Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
",1
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate
",1
"I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
",0
"Yup ok thanx...
",0
"Hi:)cts employee how are you?
",0
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you
",0
"No screaming means shouting..
",0
"Hey what happen de. Are you alright.
",0
"I think chennai well settled?
",0
"Remember on that day..
",0
"You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
",0
"Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
",0
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?
",0
"Shant disturb u anymore... Jia you...
",0
"Yeah we do totes. When u wanna?
",0
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...
",0
"I am late. I will be there at
",0
"whatever, im pretty pissed off.
",0
"I dont have that much image in class.
",0
"No:-)i got rumour that you going to buy apartment in chennai:-)
",0
"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
",1
"SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
",1
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...
",0
"No. To be nosy I guess. Idk am I over reacting if I'm freaked?
",0
"How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
",0
"I shall book chez jules for half eight, if that's ok with you?
",0
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day
",0
"Sorry, I'll call later
",0
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)
",0
"Pls confirm the time to collect the cheque.
",0
"As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
",1
"K.then any other special?
",0
"Ok pa. Nothing problem:-)
",0
"Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
",0
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U
",0
"Ok no prob... I'll come after lunch then...
",0
"Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
",0
"The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
",0
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-
",0
"Ah, well that confuses things, doesn‘t it?
",0
"500 free text msgs. Just text ok to 80488 and we'll credit your account
",1
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS
",1
"I am going to film 2day da. At 6pm. Sorry da.
",0
"Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
",0
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p
",1
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for
",0
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me
",0
"Great comedy..cant stop laughing da:)
",0
"FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
",1
"India have to take lead:)
",0
"I.ll post her out l8r. In class
",0
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!
",0
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
",0
"At 7 we will go ok na.
",0
"Yeah, where's your class at?
",0
"No just send to you. Bec you in temple na.
",0
"Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
",1
"S but mostly not like that.
",0
"Guess who spent all last night phasing in and out of the fourth dimension
",0
"So now my dad is gonna call after he gets out of work and ask all these crazy questions.
",0
"Lmao!nice 1
",0
"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
",1
"Yeah, that's fine! It's £6 to get in, is that ok? 
",0
"Lol where do u come up with these ideas?
",0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas
",0
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...
",0
"Okay... We wait ah
",0
"Y lei?
",0
"Do you want bold 2 or bb torch
",0
"Cramps stopped. Going back to sleep
",0
"todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
",1
"Nan sonathaya soladha. Why boss?
",0
"Bring tat cd don forget
",0
"I don't know but I'm raping dudes at poker
",0
"Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
",0
"Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
",0
"Finish already... Yar they keep saying i mushy... I so embarrassed ok...
",0
"Please ask mummy to call father
",0
"Just taste fish curry :-P
",0
"Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
",0
"Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
",0
"Was doing my test earlier. I appreciate you. Will call you tomorrow.
",0
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?
",0
"(No promises on when though, haven't even gotten dinner yet)
",0
"I got your back! Do you have any dislikes in bed?
",0
"o turns out i had stereo love on mi phone under the unknown album.
",0
"Yeah I don't see why not
",0
"Asking do u knw them or nt? May be ur frnds or classmates?
",0
"As in missionary hook up, doggy hook up, standing...|
",0
"Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
",0
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.
",0
"There bold 2  &lt;#&gt; . Is that yours
",0
"K, can that happen tonight?
",0
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....
",1
"I think we're going to finn's now, come
",0
"I will come tomorrow di
",0
"I can do that! I want to please you both inside and outside the bedroom...
",0
"I think u have the wrong number.
",0
"DO NOT B LATE LOVE MUM
",0
"Give one miss from that number please
",0
"Lmao ok I wont be needing u to do my hair anymore.
",0
"Sorry i'm not free...
",0
"Nt yet chikku..simple habba..hw abt u?
",0
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.
",0
"Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
",0
"Joy's father is John. Then John is the NAME of Joy's father. Mandan
",0
"Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
",0
"K, want us to come by now?
",0
"Dont show yourself. How far. Put new pictures up on facebook.
",0
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL
",0
"U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
",0
"You bad girl. I can still remember them
",0
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love
",0
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone
",0
"Can i get your opinion on something first?
",0
"That one week leave i put know that time. Why.
",0
"excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
",0
"I wanna watch that movie
",0
"I'm in class. Did you get my text.
",0
"God bless.get good sleep my dear...i will pray!
",0
"Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
",0
"Aight, I'll ask a few of my roommates
",0
"Sian... Aft meeting supervisor got work 2 do liao... U working now?
",0
"Am i that much dirty fellow?
",0
"I'll probably be by tomorrow (or even later tonight if something's going on)
",0
"If you're thinking of lifting me one then no.
",0
"Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
",0
"Sent me ur email id soon
",0
"Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
",0
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.
",0
"Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
",0
"When should I come over?
",0
"And how's your husband.
",0
"Yeah. I got a list with only u and Joanna if I'm feeling really anti social
",0
"""Are you comingdown later?""
",0
"Da is good good player.why he is unsold.
",0
"Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
",0
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
",1
"Then cant get da laptop? My matric card wif ü lei... 
",0
"Dunno da next show aft 6 is 850. Toa payoh got 650.
",0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate 
",1
"I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
",0
"They did't play one day last year know even though they have very good team.. Like india.
",0
"K.:)you are the only girl waiting in reception ah?
",0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
",0
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.
",0
"You call him now ok i said call him
",0
"Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
",0
"Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
",0
"Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
",1
"Sorry, I can't help you on this.
",0
"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
",1
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)
",1
"Wat would u like 4 ur birthday?
",0
"And miss vday the parachute and double coins??? U must not know me very well...
",0
"There're some people by mu, I'm at the table by lambda
",0
"ELLO BABE U OK?
",0
"For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
",0
"You want to go? 
",0
"Its not that time of the month nor mid of the time?
",0
"Fffff. Can you text kadeem or are you too far gone
",0
"Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
",0
"No current and food here. I am alone also
",0
"Ok
",0
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!
",0
"Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
",1
"Carry on not disturbing both of you
",0
"Jus finished avatar nigro
",0
"Excellent! Are you ready to moan and scream in ecstasy?
",0
"I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
",0
"Hey we can go jazz power yoga hip hop kb and yogasana 
",0
"I cant pick the phone right now. Pls send a message
",0
"Oh ic. I thought you meant mary jane.
",0
"Good night. Am going to sleep.
",0
"Aight I'll grab something to eat too, text me when you're back at mu
",0
"Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
",0
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite
",0
"it to 80488. Your 500 free text messages are valid until 31 December 2005.
",1
"Even i cant close my eyes you are in me our vava playing umma :-D
",0
"2 laptop... I noe infra but too slow lar... I wan fast one
",0
"You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
",1
"Thats cool. Where should i cum? On you or in you? :)
",0
"Delhi and chennai still silent.
",0
"Lol alright i was thinkin that too haha
",0
"Shhhhh nobody is supposed to know!
",0
"Sorry, I'll call later
",0
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; 
",0
"I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
",0
"Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
",1
"The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
",0
"S..antha num corrct dane
",0
"Sorry, I'll call later
",0
"The basket's gettin full so I might be by tonight
",0
"Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
",1
"Eh den sat u book e kb liao huh...
",0
"Shall i come to get pickle
",0
"Lol boo I was hoping for a laugh
",0
"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV""
",0
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love
",0
"LMAO where's your fish memory when I need it?
",0
"TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
",1
"Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
",0
"See the forwarding message for proof
",0
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.
",0
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.
",0
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING
",0
"Princess, is your kitty shaved or natural?
",0
"From tomorrow onwards eve 6 to 3 work.
",0
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! 
",0
"Nah man, my car is meant to be crammed full of people
",0
"Thanx but my birthday is over already.
",0
"I noe la... U wana pei bf oso rite... K lor, other days den...
",0
"Yes, i'm small kid.. And boost is the secret of my energy..
",0
"Is avatar supposed to have subtoitles
",0
"Oh sorry please its over
",0
"Hey are we going for the lo lesson or gym? 
",0
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.
",0
"You always make things bigger than they are
",0
"Me not waking up until 4 in the afternoon, sup
",0
"Okay... I booked all already... Including the one at bugis.
",0
"Aight fuck it, I'll get it later
",0
"No de. But call me after some time. Ill tell you k
",0
"So dont use hook up any how
",0
"How much is blackberry bold2 in nigeria.
",0
"Hi where you. You in home or calicut?
",0
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...
",0
"Y so late but i need to go n get da laptop...
",0
"Sir, I am waiting for your mail.
",0
"Nothing, i got msg frm tht unknown no..
",0
"He didn't see his shadow. We get an early spring yay
",0
"I did. One slice and one breadstick. Lol
",0
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...
",0
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm
",1
"Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
",0
"Who's there say hi to our drugdealer
",0
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p 
",1
"Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
",1
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop
",1
"Yar lor actually we quite fast... Cos da ge slow wat... Haha...
",0
"Must come later.. I normally bathe him in da afternoon mah..
",0
"85233 FREE>Ringtone!Reply REAL
",1
"Where is it. Is there any opening for mca.
",0
"I'm aight. Wat's happening on your side.
",0
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...
",0
"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
",1
"I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
",0
"Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
",0
"I fetch yun or u fetch?
",0
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?
",0
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk
",1
"You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
",1
"Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
",0
"I hope you know I'm still mad at you.
",0
"In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
",0
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT
",0
"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
",0
"Well I'm going to be an aunty!
",0
"S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
",0
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.
",0
"Carlos took a while (again), we leave in a minute
",0
"Well done and ! luv ya all 
",0
"K still are you loving me.
",0
"But i juz remembered i gotta bathe my dog today..
",0
"After the drug she will be able to eat.
",0
"You see the requirements please
",0
"So can collect ur laptop?
",0
"I will once i get home
",0
"Waaaat?? Lololo ok next time then!
",0
"The table's occupied, I'm waiting by the tree
",0
"I surely dont forgot to come:)i will always be in touch in with you:-)
",0
"What year. And how many miles.
",0
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
",0
"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
",1
